method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,vbpca_selected_k,k_used,dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods
mean_pca,0.8015788715815617,0.6275820127513219,0.004117671996937133,,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,0,723223800,1072639628,1243123087,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14815330435325605,0.10485176347064615,0.8025815389992204,,True,6.0,False,21,21,synthetic,MCAR,random,0.5,5,1000x50,0,723223800,1072639628,1243123087,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07321213121215932,0.05692082500931276,640.8073439849977,0.0020214449739237965,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,0,723223800,1072639628,1243123087,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7675048321309355,0.6026581434340754,0.003879118994518649,,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,1,1629532755,849927323,1215667055,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.1474340375842151,0.10494446976922274,0.6737003169982927,,True,5.0,False,19,19,synthetic,MCAR,random,0.5,5,1000x50,1,1629532755,849927323,1215667055,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08060311309064018,0.06295700506974629,582.1854187159988,0.0022693039022472017,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,1,1629532755,849927323,1215667055,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.794103222661391,0.6243258933771252,0.003935270004149061,,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,2,1801403296,939396022,2014090198,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.13966554535615372,0.09918604518289402,0.676496574000339,,True,5.0,False,21,21,synthetic,MCAR,random,0.5,5,1000x50,2,1801403296,939396022,2014090198,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07439330215342653,0.05816009986662086,651.573451764998,0.0019304112354865896,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,2,1801403296,939396022,2014090198,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8090803787268369,0.6325060113696974,0.0038089309964561835,,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,3,850735190,929911029,47749916,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.15454396588123387,0.10570622451641531,0.798501955003303,,True,6.0,False,21,21,synthetic,MCAR,random,0.5,5,1000x50,3,850735190,929911029,47749916,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07491111145730493,0.05883444170769435,652.1797558620019,0.0020029130524978588,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,3,850735190,929911029,47749916,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7961305729161053,0.6224897088300133,0.004060300001583528,,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,4,1145088216,1007923142,891377204,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.15482839917890748,0.10708387072275855,0.5563503250014037,,True,5.0,False,20,20,synthetic,MCAR,random,0.5,5,1000x50,4,1145088216,1007923142,891377204,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07574730219808541,0.05892723692253149,623.2640675700022,0.0020963236034335898,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,4,1145088216,1007923142,891377204,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8022616345076844,0.6292521931861959,0.004381721999379806,,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,5,1339081471,1176425484,2031763099,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14896207076495543,0.10478438129110687,0.661489962003543,,True,5.0,False,22,22,synthetic,MCAR,random,0.5,5,1000x50,5,1339081471,1176425484,2031763099,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07662337050628637,0.05987447573988793,691.3579455430008,0.0022066131583715395,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,5,1339081471,1176425484,2031763099,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8016714007388243,0.6308331671151849,0.0035189199988963082,,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,6,873253819,934855638,1744060416,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.15883174130198904,0.10991652263074533,0.6460912179973093,,True,6.0,False,20,20,synthetic,MCAR,random,0.5,5,1000x50,6,873253819,934855638,1744060416,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08283535086775294,0.06313311349563556,403.33091124099883,0.002516922501796534,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,6,873253819,934855638,1744060416,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7739281676031537,0.6048365837934014,0.0038005399983376265,,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,7,1042906971,537439779,1114791282,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.1272213195977244,0.09135363720472696,0.5747264269957668,,True,5.0,False,19,19,synthetic,MCAR,random,0.5,5,1000x50,7,1042906971,537439779,1114791282,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07187937669646498,0.05645769866456051,396.8654276870002,0.0017884747956771168,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,7,1042906971,537439779,1114791282,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7944482084245831,0.6239186458503688,0.003965692005294841,,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,8,1088190918,877442447,1140137344,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14592333502998742,0.10286715474726177,0.5679803899984108,,True,5.0,False,20,20,synthetic,MCAR,random,0.5,5,1000x50,8,1088190918,877442447,1140137344,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07641649534232538,0.05879953740756241,423.21767775400076,0.002146746539074388,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,8,1088190918,877442447,1140137344,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7855484469438149,0.6160200420364719,0.003916319998097606,,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,9,1242954340,2084823303,151076919,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14344202546375034,0.10217646256743296,0.6576449479980511,,True,5.0,False,19,19,synthetic,MCAR,random,0.5,5,1000x50,9,1242954340,2084823303,151076919,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08358511559647055,0.06417093549275601,543.0447413439979,0.0025186762279203263,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,9,1242954340,2084823303,151076919,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7881175130644984,0.6186923013830643,0.0041570229950593784,,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,10,1960719644,1048796290,814917965,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14544764408236752,0.10290510018046349,0.6018505169995478,,True,5.0,False,21,21,synthetic,MCAR,random,0.5,5,1000x50,10,1960719644,1048796290,814917965,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07758061396654342,0.060445741335448576,485.90332228600164,0.0022458440998633497,,,,21,21,synthetic,MCAR,random,0.5,5,1000x50,10,1960719644,1048796290,814917965,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.776888380811461,0.6111572746903452,0.003659396003058646,,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,11,1310276040,248246865,1597468218,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14861613019142775,0.1029330330731162,0.6588752309980919,,True,5.0,False,19,19,synthetic,MCAR,random,0.5,5,1000x50,11,1310276040,248246865,1597468218,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07427805247345524,0.058189954109043464,447.8927810280002,0.001984448796475501,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,11,1310276040,248246865,1597468218,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7845143678875115,0.6137470708707082,0.0040586069953860715,,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,12,202485893,923053584,433131173,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.15113740054447733,0.10611665275169788,0.7008182889985619,,True,6.0,False,19,19,synthetic,MCAR,random,0.5,5,1000x50,12,202485893,923053584,433131173,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08056806189529993,0.06341206569031548,429.58876563899685,0.0022966237907616352,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,12,202485893,923053584,433131173,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8241146276847856,0.6450190580539387,0.004003544003353454,,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.16315833421088163,0.11084568582925768,0.5810539089943632,,True,5.0,False,22,22,synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07943266675040007,0.06122928749063176,484.65231358099845,0.0023590063782104316,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,13,650262628,1011214180,12648749,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.821772274087432,0.6425395524747248,0.0038065550033934414,,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.14630405480387063,0.10304890103708149,0.5275940079955035,,True,5.0,False,22,22,synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07381852750859985,0.05754457298881645,437.1321585569967,0.001994672522130434,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,14,1908354161,1624526217,2058055077,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.8015853389980678,0.6293854747920316,0.004090463997272309,,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.1526006242685541,0.1080597965111032,0.8216750260035042,,True,6.0,False,22,22,synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08062910665709637,0.06228112717263503,661.2546910739984,0.0024101196624863844,,,,22,22,synthetic,MCAR,random,0.5,5,1000x50,15,166593126,378496905,1052241298,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.780875785012228,0.6117266826421878,0.003778512997087091,,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.1446856906577182,0.10274020179866873,0.6665593569996418,,True,6.0,False,20,20,synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07759449124234394,0.06111447861580422,407.94417932000215,0.002157761758554719,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,16,1836830550,653610477,643126122,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7936100447813725,0.6250932310179159,0.003953222003474366,,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.1533129143710933,0.10801987721470781,0.5415569150063675,,True,4.0,False,20,20,synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.0861420559055961,0.06535044440375296,597.1812797340026,0.0026857309310280688,,,,20,20,synthetic,MCAR,random,0.5,5,1000x50,17,1805651843,3247489,2041131371,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.776389442304806,0.6090901018292056,0.004126209998503327,,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.1530974325560222,0.10764431687179715,0.6869885679989238,,True,5.0,False,19,19,synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.08282025222625525,0.06474351345542459,559.9047884569954,0.002441713974924599,,,,19,19,synthetic,MCAR,random,0.5,5,1000x50,18,407920293,684777943,696117697,1000,50,25000,zscore_observed_only,True,True
mean_pca,0.7615680109118284,0.5997158871369568,0.004054773999087047,,,,,18,18,synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True
mice_pca,0.139609865320871,0.1001364552233808,0.6831570120048127,,True,5.0,False,18,18,synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True
vbpca_vb_modern,0.07897626706823795,0.06158669899033561,537.3413973479983,0.0021985247133314172,,,,18,18,synthetic,MCAR,random,0.5,5,1000x50,19,1927942719,1763833526,724838116,1000,50,25000,zscore_observed_only,True,True
mean_pca,1.0098516284000503,0.807527944360796,0.0030183780036168173,,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0725468585491033,0.05548994624683256,0.24736767200374743,,True,8.0,False,22,22,synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06822014295057485,0.05304224789531349,967.9567300920025,0.0009491247641499232,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,0,733041285,1743997476,607445022,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9900640102708205,0.7901034945366906,0.003797316996497102,,,,,25,25,synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07235806914402895,0.055602913936295274,0.2765083650010638,,True,8.0,False,25,25,synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06623775813001899,0.05201880391225868,1300.3554625020042,0.0010975303991735475,,,,25,25,synthetic,MCAR,block,0.1,5,1000x50,1,1715503563,1752680832,1407214201,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0077766498477851,0.8028302444233132,0.002573726000264287,,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07494581324427059,0.05773404369546298,0.15226182300102664,,True,7.0,False,22,22,synthetic,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07217620865835651,0.05577629780376317,1068.7039056159992,0.0010291822189265663,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,2,1596526395,491136928,1207633723,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9998339416392324,0.7963650624874895,0.003231652000977192,,,,,26,26,synthetic,MCAR,block,0.1,5,1000x50,3,295653661,124095016,911330081,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07216516711268277,0.05661972535962317,0.24621288799971808,,True,8.0,False,26,26,synthetic,MCAR,block,0.1,5,1000x50,3,295653661,124095016,911330081,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06766059892457602,0.05355039862082771,1016.377892536002,0.001041857447972657,,,,26,26,synthetic,MCAR,block,0.1,5,1000x50,3,295653661,124095016,911330081,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9742825847245755,0.7735952743803028,0.0031164820029516704,,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,4,632529546,325426993,1129929776,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06841592380479736,0.05326125499806643,0.22440611699857982,,True,8.0,False,23,23,synthetic,MCAR,block,0.1,5,1000x50,4,632529546,325426993,1129929776,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06506477909607088,0.05105713147760518,828.6393510400012,0.0010073857775106455,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,4,632529546,325426993,1129929776,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9987934327032024,0.7921634928749186,0.002813949999108445,,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,5,1875339376,533930745,384671782,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07457110865605342,0.05824198446534716,0.2506944099950488,,True,9.0,False,23,23,synthetic,MCAR,block,0.1,5,1000x50,5,1875339376,533930745,384671782,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06781054560950305,0.053589503937183806,1095.1144081819948,0.0009757878250291558,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,5,1875339376,533930745,384671782,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0120325590212838,0.8114006321626073,0.003416330997424666,,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,6,1864729514,65057289,1261974513,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06958329358349973,0.054336346657987214,0.3781665159986005,,True,11.0,False,23,23,synthetic,MCAR,block,0.1,5,1000x50,6,1864729514,65057289,1261974513,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06669197629483006,0.052171725524372915,1025.9379900170024,0.001017490801587769,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,6,1864729514,65057289,1261974513,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.017621672581206,0.8050281119951506,0.0034169259961345233,,,,,25,25,synthetic,MCAR,block,0.1,5,1000x50,7,1200979535,1003335513,920854416,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.08875768332451318,0.06858775619961245,0.3675897930006613,,True,11.0,False,25,25,synthetic,MCAR,block,0.1,5,1000x50,7,1200979535,1003335513,920854416,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.08231819635227637,0.06390686546731279,1266.0750467310063,0.0012133588667966506,,,,25,25,synthetic,MCAR,block,0.1,5,1000x50,7,1200979535,1003335513,920854416,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9935217954842103,0.7928205260336623,0.0026741789988591336,,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,8,58737176,1843823922,145440466,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06485270228840483,0.05130010429594687,0.10635906999959843,,True,4.0,False,22,22,synthetic,MCAR,block,0.1,5,1000x50,8,58737176,1843823922,145440466,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06504705472204697,0.05139855158641839,790.932001369998,0.001024993044216055,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,8,58737176,1843823922,145440466,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9851215457680121,0.7908134222499938,0.0030493710000882857,,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,9,345382748,1890704726,773853676,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07950938145914738,0.060851775877765635,0.22657050100679044,,True,8.0,False,23,23,synthetic,MCAR,block,0.1,5,1000x50,9,345382748,1890704726,773853676,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.0753134222445982,0.05863360399703867,889.4963077379944,0.0011548945882459138,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,9,345382748,1890704726,773853676,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0086782564098806,0.8066841610261485,0.0031893929990474135,,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,10,985606383,1375484614,1210021372,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07090585516991442,0.055318665029007674,0.13256127500062576,,True,4.0,False,22,22,synthetic,MCAR,block,0.1,5,1000x50,10,985606383,1375484614,1210021372,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07077433304749375,0.05552454679463692,1148.9512408590017,0.0010431315050322008,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,10,985606383,1375484614,1210021372,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0027172920780896,0.801286165042448,0.003332766005769372,,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,11,1999477677,2013875707,562213413,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06786007258052346,0.05327023670191381,0.30687474900332745,,True,9.0,False,22,22,synthetic,MCAR,block,0.1,5,1000x50,11,1999477677,2013875707,562213413,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06664025462653526,0.05202882097904178,1182.9045639020042,0.0008854132231635185,,,,22,22,synthetic,MCAR,block,0.1,5,1000x50,11,1999477677,2013875707,562213413,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9950855212329235,0.790871666880632,0.00300740500097163,,,,,23,23,synthetic,MCAR,block,0.1,5,1000x50,12,1639636746,1477680090,533305768,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0813497894779232,0.0625798052798082,0.27275292899867054,,True,9.0,False,23,23,synthetic,MCAR,block,0.1,5,1000x50,12,1639636746,1477680090,533305768,1000,50,5000,zscore_observed_only,True,True
